,State,Year,Population,CO2 Emissions (Millions of tonnes),PPP,GDP,Average Salary,Average Disposable Income,Violent Crimes Committed,Unemployment Rate,Hospital Count,Traffic Fatalities,Air Quality Index,Violent Crimes Per Capita,Hospitals Per Capita
863,Illinois,1971,11145230,243.8708834732782,,,4936.0,4321.0,,,,,,,
864,Illinois,1972,11176484,253.4338789318182,,,5332.0,4608.0,,,,,,,
865,Illinois,1973,11207738,257.099692318353,,,5947.0,5172.0,,,,,,,
866,Illinois,1974,11238992,252.1416226698719,,,6494.0,5622.0,,,,,,,
867,Illinois,1975,11270247,245.5052362792128,,,7064.0,6202.0,,,,,,,
868,Illinois,1976,11301501,254.2918323951687,,,7644.0,6642.0,,6.55,,,,,
869,Illinois,1977,11332755,256.397448171016,,,8369.0,7252.0,,6.19,,,,,
870,Illinois,1978,11364009,258.9431044479165,,,9213.0,7958.0,,5.98,,,,,
871,Illinois,1979,11395263,248.6944074358346,,,10118.0,8674.0,,5.58,,,,,
872,Illinois,1980,11426518,230.3859626370856,,,10954.0,9411.0,,8.22,,,35.65,,
873,Illinois,1981,11426926,212.7758445708863,,,12127.0,10399.0,,8.62,,,34.5,,
874,Illinois,1982,11427334,203.0200162536885,,,12860.0,11221.0,,11.4,,,34.76190476190476,,
875,Illinois,1983,11427743,209.6212978967345,,,13417.0,11785.0,,11.71,,,36.142857142857146,,
876,Illinois,1984,11428151,206.087216697923,,,14765.0,13040.0,,9.13,,,35.7,,
877,Illinois,1985,11428560,197.9681154591277,,,15537.0,13676.0,,9.06,,,36.15,,
878,Illinois,1986,11428968,195.7572562304858,,,16362.0,14424.0,,8.31,,,35.523809523809526,,
879,Illinois,1987,11429376,192.3618517381626,,,17242.0,15039.0,,7.47,,,36.94736842105263,,
880,Illinois,1988,11429785,197.3987136965519,,,18655.0,16385.0,,6.74,,,39.81818181818182,,
881,Illinois,1989,11430193,193.7520372218986,,,19869.0,17341.0,,6.07,,,37.666666666666664,,
882,Illinois,1990,11430602,193.1382474682592,,,21024.0,18362.0,,6.3,,,34.4,,
883,Illinois,1991,11529471,192.9441013551216,,,21276.0,18689.0,,7.28,,,34.28,,
884,Illinois,1992,11628340,189.4032445832617,,,22714.0,20062.0,,7.87,,,33.52,,
885,Illinois,1993,11727209,203.6592001845168,,,23299.0,20493.0,,7.49,,,31.08695652173913,,
886,Illinois,1994,11826078,203.3251651121716,,,24327.0,21314.0,,5.8,,,33.791666666666664,,
887,Illinois,1995,11924947,207.4285099636244,,,25602.0,22385.0,,5.2,,,33.083333333333336,,
888,Illinois,1996,12023816,221.9327580217802,,,27020.0,23481.0,,5.28,,,32.333333333333336,,
889,Illinois,1997,12122685,225.281748866792,,619325.8,28360.0,24463.0,,4.77,,,33.36,,
890,Illinois,1998,12221554,216.7872567038563,,639642.7,29873.0,25616.0,,4.45,,,35.25,,
891,Illinois,1999,12320423,225.9617630607082,,663857.8,30958.0,26496.0,,4.41,198.0,,37.95652173913044,,1.607087678726615
892,Illinois,2000,12419293,234.1175219979039,,687111.4,33072.0,28299.0,,4.44,196.0,,40.25,,1.5781896763366483
893,Illinois,2001,12460426,224.3737474681408,,688404.3,34206.0,29510.0,,5.43,192.0,,40.76,,1.5408782974193658
894,Illinois,2002,12501560,226.5683848820168,,692398.1,34520.0,30451.0,,6.55,192.0,,40.56,,1.5358083311202761
895,Illinois,2003,12542694,230.5468278539981,,703548.8,35081.0,31328.0,,6.72,192.0,,38.72,,1.5307716189201457
896,Illinois,2004,12583828,236.9979196747492,,726139.0,36366.0,32556.0,,6.18,191.0,,37.12,,1.5178211272436337
897,Illinois,2005,12624962,243.5948862483449,,741248.6,37720.0,33410.0,,5.72,191.0,4182.0,40.72,,1.5128758407352036
898,Illinois,2006,12666096,235.7405271822187,,759825.7,40021.0,35188.0,,4.6,190.0,,37.12,,1.500067581992115
899,Illinois,2007,12707230,243.2635174594793,,769571.6,42148.0,36778.0,,5.07,190.0,,44.76,,1.4952117810097088
900,Illinois,2008,12748364,241.569997675656,100.238,759095.3,43238.0,37808.0,54516.0,6.51,191.0,,41.4,427.63134155880704,1.4982314593464698
901,Illinois,2009,12789498,226.3079904480865,101.521,740794.3,41088.0,37067.0,50988.0,10.18,189.0,,40.48,398.6708469714761,1.4777749681809247
902,Illinois,2010,12830632,232.4516498870589,101.745,755391.4,42107.0,37816.0,55871.0,10.47,189.0,,42.44,435.45010097709917,1.4730373375216437
903,Illinois,2011,12828819,231.0866682692281,101.998,772225.6,44075.0,38874.0,53579.0,9.76,188.0,,42.608695652173914,417.64561492371206,1.4654505609596642
904,Illinois,2012,12827007,218.0076512017037,100.982,790723.3,45934.0,40460.0,51876.0,9.05,188.0,,43.0,404.42793864539095,1.4656575770169922
905,Illinois,2013,12825194,232.4115218612359,100.238,795435.2,46735.0,40770.0,50089.0,9.08,189.0,,40.869565217391305,390.5515971142425,1.473661918876237
906,Illinois,2014,12823382,235.4610335612371,99.686,811490.1,48536.0,42308.0,46840.0,7.17,189.0,4644.0,40.91304347826087,365.2702539782407,1.4738701537550702
907,Illinois,2015,12821570,217.7080164387504,98.932,825424.9,50688.0,44020.0,48851.0,5.99,188.0,4850.0,42.0,381.00638221372265,1.4662790906261869
908,Illinois,2016,12819757,205.7893567490316,99.535,826404.7,51347.0,44843.0,54815.0,5.88,188.0,5508.0,41.43478260869565,427.58220768147163,1.4664864552424823
909,Illinois,2017,12817945,204.2975085231892,100.28,832826.8,53056.0,46563.0,55594.0,4.95,189.0,6019.0,44.17391304347826,433.72006979277876,1.4744953266689786
910,Illinois,2018,12816132,211.4533552900294,100.323,851517.2,56077.0,49284.0,52141.0,4.4,187.0,6016.0,44.869565217391305,406.83881845162017,1.4590985798211191
911,Illinois,2019,12814320,202.0997782111582,99.466,858018.3,57738.0,50705.0,51510.0,3.97,185.0,6095.0,45.17391304347826,401.97216863633804,1.443697363574501
912,Illinois,2020,12812508,168.5371156768169,100.341,810200.9,61542.0,54435.0,51255.0,9.33,184.0,7170.0,43.391304347826086,400.0387746099359,1.4360966642908632
913,Illinois,2021,13056878,183.3604196516236,101.329,855888.1,66612.0,57968.0,21174.0,6.09,181.0,7664.0,45.95652173913044,162.16740326439444,1.3862425612003115
914,Illinois,2022,13090264,183.6917694625487,101.24,876536.0,68352.0,57875.0,32898.0,4.54,181.0,7597.0,44.21739130434783,251.31655098781812,1.382707025618429
915,Illinois,2023,13123172,214.16084630784462,98.855,885651.3,71716.0,62556.0,36406.0,6.542405180407513,183.0,7369.247524752456,47.65217391304348,277.41768529742654,1.394479932138358
916,Illinois,2024,13155596,214.5315722082596,100.41565535711561,895342.5,74197.0,64631.0,32765.4,6.568769657747907,182.0,7590.636020744918,43.52173913043478,249.06055187465475,1.3834416927974984
917,Illinois,2025,13187531,214.9360742722347,100.56639107141382,887541.1471015811,72197.69654107094,62710.59571328759,29488.86,6.597533510193898,182.0,7812.02451673738,47.27383437698518,223.61168288438526,1.380091542533625
918,Illinois,2026,13218969,215.37435249976988,100.7423211134228,893281.3967754841,74342.82988357544,64515.90474191308,26539.974000000002,6.628696737747305,181.0,8033.413012729841,47.811779116444086,200.771890757895,1.369244454692344
919,Illinois,2027,13249907,215.84640689085063,100.94344548318622,898803.2791953683,76529.11432671547,66352.31436243653,23885.9766,6.662259340406308,181.0,8254.801508722303,48.36116298430716,180.27278682031505,1.366047323954802
920,Illinois,2028,13280337,216.35223744550603,101.16976418068225,904106.7943612337,78756.96363520622,68220.05038693547,21497.378940000002,6.698221318171818,180.0,8476.190004714765,48.92198598057075,161.87374567377321,1.3553872917532137
921,Illinois,2029,13310253,216.89184416372154,101.4212772059036,909191.9422729611,81026.79157352448,70119.3386271298,19347.641046000004,6.736582671044744,180.0,8697.578500707226,49.494248105234874,145.35892778296554,1.352340935968685
922,Illinois,2030,13339651,217.4652270454826,101.69798455886485,914058.7229308486,83339.01190686226,72050.40489473939,17412.876941400005,6.777343399025085,179.0,8918.966996699688,50.07794935829952,130.53472644374284,1.341864191199605
923,Indiana,1960,4662498,,,,2223.0,1986.0,,,,,,,
924,Indiana,1961,4715615,,,,2264.0,2035.0,,,,,,,
925,Indiana,1962,4768732,,,,2421.0,2163.0,,,,,,,
926,Indiana,1963,4821849,,,,2509.0,2229.0,,,,,,,
927,Indiana,1964,4874966,,,,2639.0,2368.0,,,,,,,
928,Indiana,1965,4928083,,,,2877.0,2578.0,,,,,,,
929,Indiana,1966,4981200,,,,3058.0,2715.0,,,,,,,
930,Indiana,1967,5034317,,,,3170.0,2806.0,,,,,,,
931,Indiana,1968,5087434,,,,3419.0,3001.0,,,,,,,
932,Indiana,1969,5140551,,,,3741.0,3241.0,,,,,,,
933,Indiana,1970,5193669,172.0135159654852,,,3849.0,3377.0,,,,,,,
934,Indiana,1971,5223324,169.1466133631195,,,4151.0,3681.0,,,,,,,
935,Indiana,1972,5252980,184.1054626784032,,,4503.0,3950.0,,,,,,,
936,Indiana,1973,5282635,188.4690244044863,,,5136.0,4547.0,,,,,,,
937,Indiana,1974,5312291,181.6097119468097,,,5472.0,4769.0,,,,,,,
938,Indiana,1975,5341946,179.0311964983197,,,5907.0,5245.0,,,,,,,
939,Indiana,1976,5371602,181.4111113693422,,,6540.0,5742.0,,6.03,,,,,
940,Indiana,1977,5401257,186.3290343919284,,,7197.0,6295.0,,5.77,,,,,
941,Indiana,1978,5430913,185.6358105048967,,,7968.0,6938.0,,5.55,,,,,
942,Indiana,1979,5460568,192.8595246064296,,,8732.0,7568.0,,6.43,,,,,
943,Indiana,1980,5490224,184.0420598105665,,,9368.0,8179.0,,9.72,,,32.46666666666667,,
944,Indiana,1981,5495617,179.2489295779575,,,10288.0,8940.0,,9.7,,,30.866666666666667,,
945,Indiana,1982,5501011,162.1226876416804,,,10682.0,9366.0,,11.98,,,30.666666666666668,,
946,Indiana,1983,5506404,168.5020929032962,,,11246.0,9931.0,,11.1,,,29.933333333333334,,
947,Indiana,1984,5511798,185.3758349555724,,,12448.0,11038.0,,8.47,,,35.89473684210526,,
948,Indiana,1985,5517191,183.0894252642714,,,13149.0,11619.0,,7.68,,,36.523809523809526,,
949,Indiana,1986,5522585,178.6172314985917,,,13862.0,12281.0,,6.81,,,36.78947368421053,,
950,Indiana,1987,5527978,184.8414438925542,,,14616.0,12897.0,,6.13,,,39.22727272727273,,
951,Indiana,1988,5533372,195.3002712823594,,,15634.0,13811.0,,5.18,,,37.869565217391305,,
952,Indiana,1989,5538765,199.6711134473716,,,16924.0,14879.0,,4.72,,,36.38461538461539,,
953,Indiana,1990,5544159,206.2695188156929,,,17763.0,15633.0,,5.11,,,35.8,,
954,Indiana,1991,5597791,202.6546716859031,,,18134.0,16008.0,,5.7,,,37.22222222222222,,
955,Indiana,1992,5651424,200.1332459540501,,,19396.0,17195.0,,6.09,,,31.6,,
956,Indiana,1993,5705056,204.0650796262406,,,20212.0,17871.0,,5.12,,,32.57692307692308,,
957,Indiana,1994,5758689,203.8038758748195,,,21271.0,18727.0,,4.66,,,38.36363636363637,,
958,Indiana,1995,5812322,209.172257762592,,,22014.0,19349.0,,4.43,,,39.333333333333336,,
959,Indiana,1996,5865954,213.8704145332134,,,23043.0,20186.0,,3.97,,,37.43478260869565,,
960,Indiana,1997,5919587,217.7141763120211,,244848.3,24066.0,20989.0,,3.42,,,37.592592592592595,,
961,Indiana,1998,5973219,219.3865771301316,,260549.9,25758.0,22420.0,,3.01,,,46.148148148148145,,
962,Indiana,1999,6026852,225.7866665453932,,268864.3,26545.0,23124.0,,2.95,111.0,,47.86666666666667,,1.8417575211735746
963,Indiana,2000,6080485,239.1725547671888,,278990.4,28075.0,24587.0,,3.05,109.0,,45.075,,1.7926201610562316
964,Indiana,2001,6120816,229.7525537563488,,273884.4,28596.0,25065.0,,4.24,110.0,,44.51162790697674,,1.7971460014481728
965,Indiana,2002,6161148,232.7289418416401,,280723.0,28902.0,25741.0,,5.19,112.0,,47.69047619047619,,1.8178430383428543
966,Indiana,2003,6201480,239.1318761374724,,293045.2,29445.0,26467.0,,5.28,112.0,,47.725,,1.806020498332656
967,Indiana,2004,6241811,239.4046561200875,,303819.8,30657.0,27667.0,,5.4,113.0,,46.0,,1.810372021837893
968,Indiana,2005,6282143,237.9729475297269,,306344.6,31376.0,28126.0,,5.39,113.0,2480.0,51.67567567567568,,1.798749248465054
969,Indiana,2006,6322475,236.3330244720996,,312525.5,32905.0,29370.0,,5.0,114.0,,47.44444444444444,,1.8030913526743877
970,Indiana,2007,6362806,235.6125281537435,,322661.7,33845.0,30029.0,,4.62,114.0,,53.388888888888886,,1.791662357771084
971,Indiana,2008,6403138,231.3547256269411,91.965,322384.3,35270.0,31478.0,20595.0,5.94,123.0,,48.86486486486486,321.639171293825,1.9209331424685834
972,Indiana,2009,6443470,208.5989926794443,92.573,299789.0,34200.0,31242.0,20363.0,10.43,123.0,,47.13157894736842,316.02537142254096,1.908909329910747
973,Indiana,2010,6483802,218.0112939868472,93.073,320731.8,35590.0,32427.0,20007.0,10.08,125.0,,50.8421052631579,308.5689538329517,1.927881203034886
974,Indiana,2011,6513974,209.2697257130072,92.437,321532.8,37681.0,33994.0,20183.0,8.91,125.0,,49.62162162162162,309.8415805773864,1.9189514726340633
975,Indiana,2012,6544147,194.917480826066,92.784,323876.2,39148.0,35468.0,21383.0,8.22,124.0,,49.5,326.74999507193223,1.8948229616480192
976,Indiana,2013,6574319,199.283587536862,92.926,333207.4,39435.0,35450.0,21889.0,7.5,123.0,,46.916666666666664,332.94703223254,1.8709162120061407
977,Indiana,2014,6604492,204.9914182638831,92.696,343827.8,40719.0,36635.0,22065.0,5.95,121.0,2974.0,46.87179487179487,334.09079759654486,1.8320864042230651
978,Indiana,2015,6634665,186.397694811899,91.483,341205.2,42146.0,37715.0,23166.0,4.78,120.0,3258.0,44.76923076923077,349.16608449710725,1.8086821263771418
979,Indiana,2016,6664837,180.8609060934269,91.423,348439.2,43143.0,38558.0,24155.0,4.37,119.0,3496.0,42.62162162162162,362.4244673950766,1.7854900277381125
980,Indiana,2017,6695010,175.0470519099424,90.884,357535.8,44568.0,40064.0,23980.0,3.49,132.0,3978.0,42.473684210526315,358.1772095934136,1.9716176674866803
981,Indiana,2018,6725182,188.3756078269689,92.737,368762.9,46555.0,42168.0,22572.0,3.43,132.0,3782.0,40.567567567567565,335.6340393464444,1.9627721599207277
982,Indiana,2019,6755355,175.4090864157609,92.827,370507.2,48270.0,43462.0,20790.0,3.29,129.0,3876.0,40.83783783783784,307.75584702802445,1.9095961648203534
983,Indiana,2020,6785528,153.5996117167864,91.766,359787.3,51736.0,46647.0,24174.0,7.34,129.0,4580.0,40.23529411764706,356.2582012777782,1.9011048219092161
984,Indiana,2021,6947054,165.4416539418082,92.567,387122.0,57254.0,51219.0,20352.0,3.89,130.0,5246.0,41.57575757575758,292.9587131466086,1.8712968115693358
985,Indiana,2022,7003923,163.1863961171374,91.884,399280.8,58867.0,51569.0,20048.0,2.99,130.0,4989.0,40.63636363636363,286.23958315932373,1.8561026441895492
986,Indiana,2023,7062309,169.37697308626957,92.184,404290.3,61083.0,54575.0,21809.0,5.5062010483961785,133.0,4878.970297029708,43.72727272727273,308.8083514895765,1.883236771429854
987,Indiana,2024,7122253,165.48830431466922,92.15676964288468,419472.8,63802.0,56934.0,23989.9,5.562601757619632,134.0,5039.77510608203,42.333333333333336,336.8302136978285,1.881427127062181
988,Indiana,2025,7183794,161.44516511482652,92.18812804625668,412439.1424584091,61583.25397396088,55112.05965030193,23965.78144542314,5.623525835859255,135.0,5200.579915134411,40.37141930953658,333.60897382947144,1.8792298331494472
989,Indiana,2026,7246973,157.24755548645044,92.2267970238554,419317.1330988705,63500.52565193176,56816.332840800285,26362.359589965457,5.688973283113228,136.0,5361.384724186733,39.61643312225351,363.7706334764247,1.8766456008598347
990,Indiana,2027,7311831,152.89547542965738,92.27277657568811,426296.64544159174,65460.09645986557,58556.625757813454,28998.595548962006,5.7589440993815515,137.0,5522.189533239056,38.81676449569932,396.5982740706399,1.873675690808499
991,Indiana,2028,7378407,148.38892494462198,92.32606670174755,433377.67948666215,67462.53030872345,60333.37285172939,31898.45510385821,5.833438284669683,138.0,5682.994342291378,37.9724134299031,432.32170716332416,1.8703224151229392
992,Indiana,2029,7446742,143.72790403099498,92.38666740204098,440560.23523390293,69508.39110946655,62147.00857102871,35088.300614244035,5.912455838968526,139.0,5843.799151343701,37.08337992489396,471.18995950502966,1.866588099869715
993,Indiana,2030,7516876,138.91241268912563,92.45457867656296,447844.3126834333,71598.2427725792,63997.9673653841,38597.13067566844,5.99599676228172,140.0,6004.603960396082,36.149663980613695,513.4730262368096,1.8624758476792753
994,Iowa,1960,2757537,,,,2085.0,1876.0,,,,,,,
995,Iowa,1961,2764220,,,,2207.0,1997.0,,,,,,,
996,Iowa,1962,2770904,,,,2307.0,2086.0,,,,,,,
997,Iowa,1963,2777588,,,,2455.0,2222.0,,,,,,,
998,Iowa,1964,2784272,,,,2571.0,2346.0,,,,,,,
999,Iowa,1965,2790956,,,,2851.0,2596.0,,,,,,,
1000,Iowa,1966,2797640,,,,3082.0,2777.0,,,,,,,
1001,Iowa,1967,2804324,,,,3105.0,2790.0,,,,,,,
1002,Iowa,1968,2811008,,,,3335.0,2974.0,,,,,,,
1003,Iowa,1969,2817692,,,,3698.0,3267.0,,,,,,,
1004,Iowa,1970,2824376,53.52647476724616,,,3923.0,3493.0,,,,,,,
1005,Iowa,1971,2833319,53.44954734332472,,,4082.0,3676.0,,,,,,,
1006,Iowa,1972,2842262,56.45263493588814,,,4559.0,4039.0,,,,,,,
1007,Iowa,1973,2851205,59.52129425261128,,,5466.0,4881.0,,,,,,,
1008,Iowa,1974,2860148,56.2163705707767,,,5657.0,4920.0,,,,,,,
1009,Iowa,1975,2869092,55.20147509850997,,,6293.0,5562.0,,,,,,,
1010,Iowa,1976,2878035,58.56074544299594,,,6640.0,5815.0,,4.08,,,,,
1011,Iowa,1977,2886978,58.83486508218834,,,7300.0,6395.0,,4.01,,,,,
1012,Iowa,1978,2895921,58.12377033981711,,,8406.0,7387.0,,3.84,,,,,
1013,Iowa,1979,2904864,63.33645202329936,,,9017.0,7843.0,,4.18,,,,,
1014,Iowa,1980,2913808,59.17896426782222,,,9612.0,8346.0,,5.93,,,36.285714285714285,,
1015,Iowa,1981,2900102,58.68318366720483,,,10895.0,9467.0,,6.52,,,27.857142857142858,,
1016,Iowa,1982,2886397,57.71044835822268,,,11268.0,9892.0,,8.4,,,34.166666666666664,,
1017,Iowa,1983,2872692,56.59495750079969,,,11557.0,10232.0,,8.23,,,36.666666666666664,,
1018,Iowa,1984,2858986,57.10745269470573,,,12914.0,11606.0,,7.02,,,35.0,,
1019,Iowa,1985,2845281,56.14986347474493,,,13504.0,12135.0,,7.38,,,27.333333333333332,,
1020,Iowa,1986,2831576,54.41111126763001,,,14139.0,12735.0,,6.77,,,31.5,,
1021,Iowa,1987,2817870,56.20051240168222,,,14899.0,13289.0,,5.62,,,28.1,,
1022,Iowa,1988,2804165,60.43500406981401,,,15434.0,13744.0,,4.64,,,28.6,,
1023,Iowa,1989,2790460,60.33105121457463,,,16785.0,14890.0,,4.3,,,29.75,,
1024,Iowa,1990,2776755,61.20516462690175,,,17627.0,15601.0,,4.44,,,27.0,,
1025,Iowa,1991,2791711,63.36640406440795,,,17948.0,15921.0,,4.69,,,28.9,,
1026,Iowa,1992,2806668,61.58398269670133,,,19076.0,17003.0,,4.48,,,27.88888888888889,,
1027,Iowa,1993,2821625,64.56962844881053,,,19036.0,16902.0,,4.14,,,28.11111111111111,,
1028,Iowa,1994,2836582,65.70066912472113,,,20657.0,18390.0,,3.6,,,27.375,,
1029,Iowa,1995,2851539,69.08411828250874,,,21363.0,18978.0,,3.51,,,30.0,,
1030,Iowa,1996,2866496,72.15965895160909,,,23168.0,20594.0,,3.58,,,26.666666666666668,,
1031,Iowa,1997,2881453,71.71389253378584,,120232.5,24180.0,21335.0,,3.14,,,29.8125,,
1032,Iowa,1998,2896410,74.56514499715837,,121031.0,25198.0,22207.0,,2.84,,,31.5,,
1033,Iowa,1999,2911367,76.35809162427134,,123683.4,25705.0,22651.0,,2.66,115.0,,42.75,,3.950034468344252
1034,Iowa,2000,2926324,77.7925361221314,,129323.4,27341.0,24173.0,,2.68,115.0,,41.77777777777778,,3.929845088923851
1035,Iowa,2001,2938327,76.56794436974346,,128077.5,28145.0,24942.0,,3.32,116.0,,39.8421052631579,,3.9478247315564263
1036,Iowa,2002,2950330,77.06500509131986,,131035.2,28804.0,26001.0,,4.0,116.0,,39.9,,3.9317635654316634
1037,Iowa,2003,2962333,77.15355241043807,,137476.9,29344.0,26683.0,,4.45,116.0,,41.095238095238095,,3.915832554949089
1038,Iowa,2004,2974336,78.453683623868,,149063.2,31615.0,28871.0,,4.52,115.0,,36.857142857142854,,3.8664091750225933
1039,Iowa,2005,2986339,78.39554358420392,,153626.8,32411.0,29352.0,,4.29,116.0,1202.0,40.95,,3.884354723291629
1040,Iowa,2006,2998342,79.52937286576416,,155704.5,34197.0,30791.0,,3.7,117.0,,41.05,,3.9021565918764436
1041,Iowa,2007,3010345,85.34154207604344,,162838.1,36366.0,32493.0,,3.72,117.0,,46.8,,3.8865977155442315
1042,Iowa,2008,3022348,88.63515000925977,87.395,160469.1,38490.0,34511.0,8516.0,4.18,118.0,,44.6,281.7676852566283,3.9042492790373573
1043,Iowa,2009,3034351,83.57710640181097,89.776,156737.2,37246.0,34037.0,8332.0,6.4,118.0,,42.3,274.58919551495524,3.8888052173265386
1044,Iowa,2010,3046355,88.37157086400367,91.218,161593.1,38190.0,34811.0,7967.0,6.12,118.0,,44.1,261.5256593535553,3.8734815870113626
1045,Iowa,2011,3060756,85.37078497638252,89.907,164559.3,40879.0,36895.0,7646.0,5.65,118.0,,47.5,249.80756388290996,3.8552566751482313
1046,Iowa,2012,3075157,79.46929975474305,90.843,170923.7,42539.0,38303.0,7793.0,5.06,118.0,,48.421052631578945,253.4179555710489,3.837202458280992
1047,Iowa,2013,3089559,80.52687082252194,90.94,171069.1,43009.0,38512.0,8071.0,4.73,118.0,,46.78947368421053,261.2346940129643,3.819315313285812
1048,Iowa,2014,3103960,81.48487612328259,91.07,180309.9,44120.0,39519.0,8232.0,4.23,118.0,1517.0,44.89473684210526,265.20960321653627,3.801595381383781
1049,Iowa,2015,3118362,75.41185142263124,89.632,185989.2,45442.0,40544.0,8491.0,3.69,118.0,1537.0,43.68421052631579,272.29038835132036,3.7840379019498056
1050,Iowa,2016,3132763,71.95746475384233,89.56,186729.9,45669.0,40721.0,9021.0,3.58,117.0,1608.0,41.421052631578945,287.95666955974644,3.734722352121753
1051,Iowa,2017,3147164,74.03219625963659,89.257,187125.0,46767.0,41787.0,8958.0,3.06,117.0,1536.0,43.05555555555556,284.6372162365863,3.7176327639741684
1052,Iowa,2018,3161566,80.0853045348445,91.841,189245.1,48773.0,43894.0,7024.0,2.58,118.0,1480.0,45.0,222.1683811123981,3.732327587024911
1053,Iowa,2019,3175967,75.33916378805982,91.814,188471.4,49674.0,44565.0,8919.0,2.67,117.0,1538.0,40.4375,280.82785494937445,3.6839173706779698
1054,Iowa,2020,3190369,63.56505928242029,90.606,186328.2,52621.0,47494.0,9612.0,5.2,116.0,1647.0,40.3125,301.28176395896526,3.635943052355386
1055,Iowa,2021,3265727,71.1654093421818,89.759,201147.1,58195.0,52334.0,9043.0,3.82,118.0,1745.0,44.0,276.90618352360747,3.6132842702405927
1056,Iowa,2022,3295779,71.48496856488588,88.356,201580.4,61515.0,54474.0,8851.0,2.74,118.0,1845.0,40.75,268.5556282748327,3.5803371524607686
1057,Iowa,2023,3327304,78.0150374543664,88.767,202051.4,62557.0,56352.0,8579.0,3.7585291397490437,118.0,1765.742574257427,46.75,257.8363744340764,3.54641475500886
1058,Iowa,2024,3360337,77.96479154584085,88.05759107190534,201096.8,63573.0,57108.0,9436.900000000001,3.7526387604775664,118.0,1797.5271098538433,43.142857142857146,280.83195227145376,3.5115525615436787
1059,Iowa,2025,3394917,77.8926058740326,87.36112174423761,205273.07191878557,63701.0732703805,57104.38411998749,10157.762965309783,3.7483275595927807,118.0,1829.3116454502597,46.86833522588904,299.20504581731404,3.4757845331712085
1060,Iowa,2026,3431078,77.79848043899256,86.58756873308448,207282.33200892806,65619.07913571596,58807.06550240517,11173.539261840762,3.7455955370965057,119.0,1861.096181046676,47.246784309485065,325.6568128687474,3.4682977186761708
1061,Iowa,2027,3468858,77.68241524069163,85.73693203847506,209211.6984988153,67573.63559943438,60540.60935282707,11780.596969675971,3.744442692987832,119.0,1892.8807166430925,47.62358767059186,339.6102397295009,3.4305238208078856
1062,Iowa,2028,3508293,77.54441027912253,84.80921166038024,211061.17138841748,69565.08146601915,62305.253855109215,12177.273082400905,3.744869027267214,119.0,1924.6652522395088,47.998745309209426,347.099660216547,3.3919629859877727
1063,Iowa,2029,3549420,77.3844655543071,83.80440759880003,212830.7506777346,71593.75554066896,64101.23719239235,12642.591908478877,3.7468745399328327,119.0,1956.4497878359252,48.37225722533776,356.1875435558169,3.3526604346625644
1064,Iowa,2030,3592276,77.20258106623805,82.72251985376352,214520.4363667369,73659.99662810564,65928.79754781723,13115.984728737618,3.750459230986962,119.0,1988.2343234323416,48.74412341897778,365.1162864083277,3.3126630581837255
1065,Kansas,1960,2178611,,,,2211.0,1991.0,,,,,,,
1066,Kansas,1961,2185407,,,,2275.0,2051.0,,,,,,,
1067,Kansas,1962,2192204,,,,2351.0,2110.0,,,,,,,
1068,Kansas,1963,2199001,,,,2420.0,2162.0,,,,,,,
1069,Kansas,1964,2205797,,,,2558.0,2330.0,,,,,,,
1070,Kansas,1965,2212594,,,,2731.0,2486.0,,,,,,,
1071,Kansas,1966,2219391,,,,2933.0,2633.0,,,,,,,
1072,Kansas,1967,2226187,,,,3075.0,2755.0,,,,,,,
1073,Kansas,1968,2232984,,,,3321.0,2948.0,,,,,,,
1074,Kansas,1969,2239781,,,,3665.0,3226.0,,,,,,,
1075,Kansas,1970,2246578,51.15625570992002,,,3956.0,3510.0,,,,,,,
1076,Kansas,1971,2258288,52.8672951085568,,,4298.0,3867.0,,,,,,,
1077,Kansas,1972,2269998,56.15650581426354,,,4772.0,4252.0,,,,,,,
1078,Kansas,1973,2281708,57.12254856450259,,,5417.0,4814.0,,,,,,,
1079,Kansas,1974,2293418,57.46095282190823,,,5848.0,5138.0,,,,,,,
1080,Kansas,1975,2305128,57.61495943231697,,,6358.0,5656.0,,,,,,,
1081,Kansas,1976,2316838,60.55571274055018,,,6850.0,6082.0,,4.15,,,,,
1082,Kansas,1977,2328548,61.97985356876845,,,7413.0,6537.0,,3.88,,,,,
1083,Kansas,1978,2340258,67.73691782298488,,,8151.0,7161.0,,3.04,,,,,
1084,Kansas,1979,2351968,73.09278746375034,,,9251.0,8048.0,,3.11,,,,,
1085,Kansas,1980,2363679,67.92815193479932,,,10080.0,8755.0,,4.4,,,34.333333333333336,,
1086,Kansas,1981,2375068,64.69229199142953,,,11338.0,9751.0,,4.32,,,36.333333333333336,,
1087,Kansas,1982,2386458,63.3101823200339,,,12208.0,10547.0,,6.3,,,37.666666666666664,,
1088,Kansas,1983,2397847,63.01726934254562,,,12649.0,11155.0,,5.89,,,39.333333333333336,,
1089,Kansas,1984,2409237,70.87430510863277,,,13815.0,12303.0,,4.98,,,33.0,,
1090,Kansas,1985,2420626,68.22164028134611,,,14521.0,12879.0,,5.13,,,27.333333333333332,,
1091,Kansas,1986,2432016,65.32260454263454,,,15189.0,13582.0,,5.36,,,35.333333333333336,,
1092,Kansas,1987,2443405,68.48071254480556,,,15748.0,13965.0,,4.82,,,33.166666666666664,,
